pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
1700.564772,1048.987606,1040.245111,1052.736066
1700.850000,1048.190000,1040.280000,1056.090000
1700.910000,1048.850000,1040.280000,1059.840000
1700.830000,1054.870000,1040.714472,1064.852058
1699.574839,1065.167279,1040.245111,1068.746485
1699.574839,1077.418530,1040.100000,1074.240000
1699.707563,1090.086950,1040.340000,1079.060000
1699.450000,1101.720000,1040.110000,1082.950000
1700.136167,1113.798109,1039.306389,1089.516758
1698.850354,1127.234433,1039.160000,1092.090000
1698.370000,1136.620000,1038.970000,1092.870000
1697.290000,1144.610000,1038.850000,1093.110000
1696.190000,1148.950000,1038.950000,1092.560000
1696.120000,1149.920000,1038.910000,1091.160000
1695.710000,1150.040000,1040.245111,1086.055046
1695.640000,1146.800000,1040.110000,1081.220000
1696.740000,1141.190000,1039.860000,1075.810000
1697.110000,1134.570000,1039.850000,1070.240000
1697.540000,1125.790000,1039.260000,1064.450000
1698.460000,1116.230000,1041.183833,1058.361348
1699.100000,1105.460000,1040.720000,1052.970000
1699.527793,1089.680614,1040.540000,1048.220000
1698.725066,1078.948613,1040.420000,1043.910000
1699.580000,1069.370000,1039.880000,1041.500000
1700.100049,1060.657883,1039.740000,1041.160000
1700.290000,1055.120000,1039.306389,1039.321931
1700.540000,1051.570000,1038.940000,1039.280000
1701.030000,1050.940000,1039.090000,1040.210000
1701.050000,1051.110000,1039.390000,1043.540000
1700.930000,1054.070000,1039.660000,1048.590000
1700.680000,1059.610000,1040.730000,1054.020000
1700.440000,1067.350000,1040.245111,1062.255774
1699.830000,1076.500000,1040.200000,1067.540000
1700.099895,1090.239742,1040.640000,1073.170000
1699.460000,1099.800000,1040.245111,1079.997049
