pt1_cam1_X,pt1_cam1_Y,pt2_cam1_X,pt2_cam1_Y
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
1767.366345,1081.388721,1126.096769,1092.849860
1768.874334,1089.122860,1125.950000,1092.860000
1769.000000,1092.480000,1125.567215,1090.586554
1768.874334,1095.997650,1125.830000,1089.780000
1768.920000,1095.870000,1125.567215,1082.891316
1769.310000,1093.140000,1125.570000,1079.650000
1768.371671,1085.685465,1126.096769,1071.574789
1768.290000,1078.420000,1125.200000,1067.350000
1767.366345,1065.490769,1125.037660,1055.731651
1767.700000,1055.060000,1126.626324,1052.563023
1768.590000,1044.080000,1126.620000,1050.000000
1767.869008,1031.546492,1126.480000,1047.000000
1767.680000,1022.420000,1127.685432,1042.151819
1767.570000,1014.000000,1128.010000,1041.470000
1767.600000,1009.620000,1128.010000,1040.790000
1766.361019,1005.336354,1127.980000,1041.030000
1765.650000,1004.960000,1126.626324,1044.867785
1766.030000,1006.210000,1127.470000,1047.870000
1766.863682,1012.211145,1127.670000,1051.330000
1766.960000,1017.660000,1127.155878,1057.089634
